kanji,jlpt,onyomi,kunyomi,meanings
諦,N1,"tei
tai テイ
タイ","akira(meru)
tsumabiraka
makoto あきら(める)
つまびらか
まこと","truth, clarity, abandon, give up"
煎,N1,sen セン,"sen(jiru)
i(ru)
ni(ru) せん(じる)
い(る)
に(る)","broil, parch, roast, boil"
瓜,N1,"ka
ke カ
ケ",uri うり,melon
緻,N1,chi チ,komaka(i) こまか(い),fine (i.e. not coarse)
哺,N1,ho ホ,"haguku(mu)
fuku(mu) はぐく(む)
ふく(む)","nurse, suckle"
槌,N1,tsui ツイ,tsuchi つち,"hammer, mallet"
啄,N1,"taku
tsuku
toku タク
ツク
トク","tsuiba(mu)
tsutsu(ku) ついば(む)
つつ(く)","peck, pick up"
穣,N1,jou ジョウ,"wara
yutaka わら
ゆたか","good crops, prosperity, 10**28"
嗜,N1,shi シ,"tashina(mu)
kono(mu) たしな(む)
この(む)","like, taste, modest"
偕,N1,kai カイ,tomoni ともに,together
罵,N1,ba バ,nonoshi(ru) ののし(る),"abuse, insult"
酉,N1,yuu ユウ,tori とり,"west, bird, sign of the bird, 5-7PM, tenth sign of Chinese zodiac, sake radical (no. 164)"
蹄,N1,tei テイ,hidzume ひづめ,hoof
頚,N1,kei ケイ,kubi くび,"neck, head"
胚,N1,hai ハイ,"harami
hara(mu) はらみ
はら(む)",embryo
牢,N1,rou ロウ,"kata(i)
hitoya かた(い)
ひとや","prison, jail, hardness"
糞,N1,fun フン,kuso くそ,"shit, feces, excrement"
悌,N1,"tei
dai テイ
ダイ",,serving our elders
吊,N1,chou チョウ,"tsu(ru)
tsuru(su) つ(る)
つる(す)","suspend, hang, wear (sword)"
楕,N1,"da
ta ダ
タ",,ellipse
鮭,N1,"kai
kei カイ
ケイ","sake
shake
fugu さけ
しゃけ
ふぐ",salmon
乞,N1,"kotsu
kitsu
ki
kike
kochi コツ
キツ
キ
キケ
コチ",ko(u) こ(う),"beg, invite, ask"
倹,N1,ken ケン,"tsuma(shii)
tsudzumayaka つま(しい)
つづまやか","frugal, economy, thrifty"
嗅,N1,kyuu キュウ,ka(gu) か(ぐ),"smell, sniff, scent"
詫,N1,ta タ,"wabi
wabi(shii)
kakotsu
wa(biru) わび
わび(しい)
かこつ
わ(びる)",apologize
鱒,N1,"son
sen
zan ソン
セン
ザン",masu ます,salmon trout
蔑,N1,betsu ベツ,"naigashiro
nami(suru)
kurai
sagesu(mu) ないがしろ
なみ(する)
くらい
さげす(む)","ignore, despise, neglect, ridicule"
轍,N1,tetsu テツ,"wadachii
wadachi わだちい
わだち","rut, wheel track"
醤,N1,shou ショウ,hishio ひしお,a kind of miso
惚,N1,kotsu コツ,"hoke(ru)
bo(keru)
ho(reru) ほけ(る)
ぼ(ける)
ほ(れる)","fall in love with, admire, grow senile"
廣,N1,kou コウ,hiro(i) ひろ(い),"broad, wide, spacious"
藁,N1,kou コウ,wara わら,straw
柚,N1,"yu
yuu
jiku ユ
ユウ
ジク",yuzu ゆず,citron
舛,N1,"bu
sen ブ
セン","mai
somu(ku) まい
そむ(く)",dancing radical (no. 136)
縞,N1,kou コウ,"shima
shiroginu しま
しろぎぬ",stripe
謳,N1,"ou
u オウ
ウ",uta(u) うた(う),"extol, declare, express"
杞,N1,"ko
ki コ
キ",,river willow
鱗,N1,rin リン,"uroko
koke
kokera うろこ
こけ
こけら",scales (fish)
繭,N1,ken ケン,"mayu
kinu まゆ
きぬ",cocoon
釘,N1,"tei
chou テイ
チョウ",kugi くぎ,"nail, tack, peg"
弛,N1,"chi
shi チ
シ","taru(mu)
tayu(mu)
yuru(mu) たる(む)
たゆ(む)
ゆる(む)","slacken, relax"
狸,N1,"ri
rai リ
ライ",tanuki たぬき,"tanuki, raccoon"
壬,N1,"nin
jin
i ニン
ジン
イ",mizunoe みずのえ,9th calendar sign
硯,N1,"ken
gen ケン
ゲン",suzuri すずり,inkstone
党,N2,tou トウ,"nakama
mura なかま
むら","party, faction, clique"
協,N2,kyou キョウ,,"co-, cooperation"
総,N2,sou ソウ,"sube(te)
fusa すべ(て)
ふさ","general, whole, all"
区,N2,ku ク,,"ward, district"
領,N2,ryou リョウ,eri えり,"jurisdiction, dominion"
県,N2,ken ケン,ka(keru) か(ける),prefecture
設,N2,setsu セツ,mou(keru) もう(ける),"establishment, provision"
保,N2,"ho
hou ホ
ホウ",tamo(tsu) たも(つ),"protect, guarantee, keep"
改,N2,kai カイ,arata(meru) あらた(める),"reformation, change, modify"
第,N2,dai ダイ,,"No., number"
結,N2,ketsu ケツ,"musu(bu)
yu(u) むす(ぶ)
ゆ(う)","tie, bind, contract"
派,N2,ha ハ,,"faction, group, party"
府,N2,fu フ,,"borough, urban prefecture, govt office"
査,N2,sa サ,,investigate
委,N2,i イ,yuda(neru) ゆだ(ねる),"committee, entrust to"
軍,N2,gun グン,ikusa いくさ,"army, force, troops"
案,N2,an アン,tsukue つくえ,"plan, suggestion, draft"
策,N2,saku サク,,"scheme, plan, policy"
団,N2,"dan
ton ダン
トン","katamari
maru(i) かたまり
まる(い)","group, association"
各,N2,kaku カク,onoono おのおの,each; every; either
島,N2,tou トウ,shima しま,island
革,N2,kaku カク,kawa かわ,leather; skin; reform; become serious
村,N2,son ソン,mura むら,village; town
勢,N2,sei セイ,ikio(i) いきお(い),forces; energy; military strength
減,N2,gen ゲン,he(ru) へ(る),dwindle; decrease; reduce
再,N2,"sai
sa サイ
サ",futata(bi) ふたた(び),"again, twice, second time"
税,N2,zei ゼイ,,tax; duty
営,N2,ei エイ,itona(mu) いとな(む),occupation; camp; perform; build; conduct (business)
比,N2,hi ヒ,kura(beru) くら(べる),compare; race; ratio
防,N2,bou ボウ,fuse(gu) ふせ(ぐ),ward off; defend; protect; resist
補,N2,ho ホ,ogina(u) おぎな(う),supplement; supply; offset; compensate
境,N2,kyou キョウ,sakai さかい,"boundary, border, region"
導,N2,dou ドウ,michibi(ku) みちび(く),guidance; leading; conduct; usher
副,N2,fuku フク,,vice-; assistant; aide; duplicate; copy
算,N2,san サン,soro そろ,calculate; divining; number; probability
輸,N2,"yu
shu ユ
シュ",,"transport, send, be inferior"
述,N2,jutsu ジュツ,no(beru) の(べる),mention; state; speak
線,N2,sen セン,suji すじ,line; track
農,N2,nou ノウ,,agriculture; farmers
州,N2,shuu シュウ,su す,state; province
武,N2,"bu
mu ブ
ム",take(shi) たけ(し),warrior; military; chivalry; arms
象,N2,"shou
zou ショウ
ゾウ",katado(ru) かたど(る),elephant; pattern after; image; shape
域,N2,iki イキ,,range; region; limits; stage; level
額,N2,gaku ガク,hitai ひたい,forehead; tablet; framed picture; sum; amount; volume
欧,N2,ou オウ,"uta(u)
ha(ku) うた(う)
は(く)",Europe
担,N2,tan タン,"katsu(gu)
nina(u) かつ(ぐ)
にな(う)",shouldering; carry; raise; bear
準,N2,jun ジュン,"jun(jiru)
nazora(eru) じゅん(じる)
なぞら(える)",semi-; correspond to; imitate
賞,N2,shou ショウ,ho(meru) ほ(める),prize; reward; praise
辺,N2,hen ヘン,"ata(ri)
hoto(ri) あた(り)
ほと(り)",environs; boundary; border; vicinity
造,N2,zou ゾウ,tsuku(ru) つく(る),create; make; structure; physique
被,N2,hi ヒ,"koumu(ru)
kabu(ru) こうむ(る)
かぶ(る)",incur; cover; shelter; wear; put on
技,N2,gi ギ,waza わざ,skill; art; craft; ability; vocation; arts
低,N2,tei テイ,hiku(i) ひく(い),lower; short; humble
復,N2,fuku フク,mata また,"restore, return to, revert"
移,N2,i イ,utsu(ru) うつ(る),"shift, move, change"
個,N2,ko コ,,individual; counter for articles
門,N2,mon モン,"kado
to かど
と",gate
課,N2,ka カ,,"chapter, lesson, section, department"
脳,N2,nou ノウ,nouzuru のうずる,brain; memory
極,N2,"kyoku
goku キョク
ゴク",kiwa(meru) きわ(める),poles; settlement; conclusion; end
含,N2,gan ガン,fuku(mu) ふく(む),contain; include
蔵,N2,zou ゾウ,kura くら,storehouse; hide; own; have; possess
量,N2,ryou リョウ,haka(ru) はか(る),quantity; measure; weight; amount
型,N2,kei ケイ,kata かた,type; model
況,N2,kyou キョウ,mashi(te) まし(て),condition; situation
針,N2,shin シン,hari はり,needle; pin; staple; stinger
専,N2,sen セン,moppa(ra) もっぱ(ら),specialty; exclusive; mainly; solely
谷,N2,koku コク,"tani
kiwa(maru) たに
きわ(まる)",valley
史,N2,shi シ,,history; chronicle
階,N2,kai カイ,kizahashi きざはし,stair; counter for building story
管,N2,kan カン,kuda くだ,pipe; tube; wind instrument; control; jurisdiction
兵,N2,"hei
hyou ヘイ
ヒョウ",tsuwamono つわもの,soldier; private; troops; army
接,N2,setsu セツ,tsu(gu) つ(ぐ),touch; contact; adjoin; piece together
細,N2,sai サイ,"hoso(i)
koma(kai) ほそ(い)
こま(かい)",slender; narrow; detailed; precise
効,N2,kou コウ,ki(ku) き(く),merit; efficacy; efficiency; benefit
丸,N2,gan ガン,"maru
maru(i) まる
まる(い)",round; full (month); perfection
湾,N2,wan ワン,irie いりえ,gulf; bay; inlet
録,N2,roku ロク,to(ru) と(る),record
省,N2,"sei
shou セイ
ショウ","kaeri(miru)
habu(ku) かえり(みる)
はぶ(く)",focus; government ministry; conserve
旧,N2,kyuu キュウ,"furu(i)
moto ふる(い)
もと",old times; old things; former; ex-
橋,N2,kyou キョウ,hashi はし,bridge
岸,N2,gan ガン,kishi きし,beach
周,N2,shuu シュウ,mawa(ri) まわ(り),circumference; circuit; lap
材,N2,zai ザイ,,"lumber, log, timber, wood"
戸,N2,ko コ,to と,door; counter for houses
央,N2,ou オウ,,center; middle
券,N2,ken ケン,,ticket
編,N2,hen ヘン,a(mu) あ(む),compilation; knit; braid; twist; editing
捜,N2,sou ソウ,saga(su) さが(す),search; look for; locate
竹,N2,chiku チク,take たけ,bamboo
超,N2,chou チョウ,ko(eru) こ(える),transcend; super-; ultra-
並,N2,hei ヘイ,"na(mi)
nami
nara(beru) な(み)
なみ
なら(べる)","row, and, besides"
療,N2,ryou リョウ,,heal; cure
採,N2,sai サイ,to(ru) と(る),pick; take; fetch; take up
森,N2,shin シン,mori もり,"forest, woods"
競,N2,"kyou
kei キョウ
ケイ","kiso(u)
se(ru) きそ(う)
せ(る)",compete with; bid; contest; race
介,N2,kai カイ,,jammed in; shellfish; mediate
根,N2,kon コン,ne ね,root; radical
販,N2,han ハン,,"marketing, sell, trade"
歴,N2,reki レキ,,curriculum; continuation; passage of time
将,N2,shou ショウ,"masa(ni)
hata まさ(に)
はた",leader; commander; general; admiral
幅,N2,fuku フク,haba はば,hanging scroll; width
般,N2,han ハン,,carrier; carry; all; general; sort; kind
貿,N2,bou ボウ,,trade; exchange
講,N2,kou コウ,,lecture; club; association
林,N2,rin リン,hayashi はやし,grove; forest
装,N2,"sou
shou ソウ
ショウ",yosoo(u) よそお(う),attire; dress; pretend; disguise
諸,N2,sho ショ,moro もろ,various; many; several; together
劇,N2,geki ゲキ,,drama; play
河,N2,ka カ,kawa かわ,river
航,N2,kou コウ,,navigate; sail; cruise; fly
鉄,N2,tetsu テツ,kurogane くろがね,iron
児,N2,ji ジ,ko こ,newborn babe; child
禁,N2,kin キン,,prohibition; ban; forbid
印,N2,in イン,shirushi しるし,stamp; seal; mark; symbol; trademark
逆,N2,gyaku ギャク,saka(rau) さか(らう),inverted; reverse; opposite
換,N2,kan カン,ka(eru) か(える),interchange; period; change; convert; replace; renew
久,N2,"kyuu
ku キュウ
ク",hisa(shii) ひさ(しい),long time; old story
短,N2,tan タン,mijika(i) みじか(い),short; fault; defect; weak point
油,N2,yu ユ,abura あぶら,oil; fat
暴,N2,"bou
baku ボウ
バク",aba(ku) あば(く),outburst; force; violence
輪,N2,rin リン,wa わ,wheel; ring; circle; link; loop; counter for wheels and flowers
占,N2,sen セン,"shi(meru)
urana(u) し(める)
うらな(う)",fortune-telling; divining; forecasting
植,N2,shoku ショク,u(eru) う(える),plant
清,N2,sei セイ,kiyo(i) きよ(い),pure; purify; cleanse
倍,N2,bai バイ,,double; twice; times; fold
均,N2,kin キン,nara(su) なら(す),level; average
億,N2,oku オク,,hundred million; 10**8
圧,N2,atsu アツ,o(su) お(す),pressure; push; overwhelm; oppress
芸,N2,gei ゲイ,"u(eru)
nori
waza う(える)
のり
わざ",technique; art; craft; performance; acting
署,N2,sho ショ,,signature; govt office; police station
伸,N2,shin シン,no(biru) の(びる),expand; stretch; extend
停,N2,tei テイ,to(meru) と(める),halt; stopping
爆,N2,baku バク,ha(zeru) は(ぜる),bomb; burst open
陸,N2,"riku
roku リク
ロク",oka おか,land; six
玉,N2,gyoku ギョク,tama たま,jewel; ball
波,N2,ha ハ,nami なみ,waves; billows
帯,N2,tai タイ,o(biru) お(びる),sash; belt; obi; zone; region
延,N2,en エン,no(biru) の(びる),prolong; stretching
羽,N2,u ウ,"ha
wa
hane は
わ
はね","feathers; counter for birds, rabbits"
固,N2,ko コ,kata(meru) かた(める),harden; set; clot; curdle
則,N2,soku ソク,notto(ru) のっと(る),rule; follow; based on
乱,N2,ran ラン,mida(reru) みだ(れる),riot; war; disorder; disturb
普,N2,fu フ,amane(ku) あまね(く),universal; generally
測,N2,soku ソク,haka(ru) はか(る),fathom; plan; scheme; measure
豊,N2,"hou
bu ホウ
ブ","yuta(ka)
toyo ゆた(か)
とよ",bountiful; excellent; rich
厚,N2,kou コウ,atsu(i) あつ(い),thick; heavy; rich
齢,N2,rei レイ,"yowai
toshi よわい
とし",age
囲,N2,i イ,kako(mu) かこ(む),surround; enclosure; preserve; keep
卒,N2,sotsu ソツ,so(ssuru) そっ(する),graduate; soldier; private; die
略,N2,ryaku リャク,hobo ほぼ,abbreviation; omission; outline; shorten
承,N2,shou ショウ,uketamawa(ru) うけたまわ(る),hear; listen to; be informed; receive
順,N2,jun ジュン,,obey; order; turn; occasion
岩,N2,gan ガン,iwa いわ,boulder; rock; cliff
練,N2,ren レン,ne(ru) ね(る),"practice, gloss, train, drill, polish, refine"
軽,N2,kei ケイ,karu(i) かる(い),lightly; trifling; unimportant
了,N2,ryou リョウ,,complete; finish
庁,N2,chou チョウ,yakusho やくしょ,government office
城,N2,"jou
sei ジョウ
セイ",shiro しろ,castle
患,N2,kan カン,wazura(u) わずら(う),afflicted; disease; suffer from; be ill
層,N2,sou ソウ,,stratum; social class; layer; story; floor
版,N2,han ハン,,printing block; edition; impression; label
令,N2,rei レイ,,orders; command; decree
角,N2,kaku カク,"kado
tsuno かど
つの",angle; corner; square
絡,N2,raku ラク,kara(mu) から(む),entwine; coil around; get caught in
損,N2,son ソン,soko(nau) そこ(なう),damage; loss; disadvantage; hurt; injure
募,N2,bo ボ,tsuno(ru) つの(る),recruit; campaign
裏,N2,ri リ,ura うら,back; reverse; inside; rear
仏,N2,butsu ブツ,hotoke ほとけ,"Buddha, the dead, France"
績,N2,seki セキ,,exploits; achievements
築,N2,chiku チク,kizu(ku) きず(く),fabricate; build; construct
貨,N2,ka カ,takara たから,freight; goods; property
混,N2,kon コン,ma(jiru) ま(じる),mix; blend; confuse
昇,N2,shou ショウ,nobo(ru) のぼ(る),rise up
池,N2,chi チ,ike いけ,pond; pool; reservoir
血,N2,ketsu ケツ,chi ち,blood
温,N2,on オン,"atata(kai)
nuku あたた(かい)
ぬく",warm
季,N2,ki キ,,seasons
星,N2,sei セイ,hoshi ほし,star
永,N2,ei エイ,naga(i) なが(い),eternity; long; lengthy
著,N2,"cho
chaku チョ
チャク","arawa(su)
ichijiru(shii) あらわ(す)
いちじる(しい)",renowned; publish; write
誌,N2,shi シ,,document; records
庫,N2,"ko
ku コ
ク",kura くら,warehouse; storehouse
刊,N2,kan カン,,publish; carve; engrave
像,N2,zou ゾウ,,statue; picture; image; figure
香,N2,"kou
kyou コウ
キョウ",kao(ri) かお(り),incense; smell; perfume
坂,N2,han ハン,saka さか,slope; incline; hill
底,N2,tei テイ,soko そこ,bottom; sole; depth; bottom price
布,N2,fu フ,"nuno
shi(ku) ぬの
し(く)",linen; cloth; spread; distribute
寺,N2,ji ジ,tera てら,Buddhist temple
宇,N2,u ウ,,eaves; roof; house; heaven
巨,N2,kyo キョ,,gigantic; big; large; great
震,N2,shin シン,furu(u) ふる(う),quake; shake; tremble; quiver
希,N2,ki キ,"mare
koinega(u) まれ
こいねが(う)",hope; beg; request; pray
触,N2,shoku ショク,"fu(reru)
sawa(ru) ふ(れる)
さわ(る)",contact; touch; feel; hit; proclaim; announce
依,N2,"i
e イ
エ",yo(ru) よ(る),reliant; depend on; consequently; therefore; due to
籍,N2,seki セキ,,enroll; register; membership
汚,N2,o オ,"yogo(su)
kitana(i)
kega(su) よご(す)
きたな(い)
けが(す)",dirty; pollute; disgrace; defile
枚,N2,"mai
bai マイ
バイ",,sheet of...; counter for flat thin objects
複,N2,fuku フク,,duplicate; double; compound; multiple
郵,N2,yuu ユウ,,mail; stagecoach stop
仲,N2,chuu チュウ,naka なか,go-between; relationship
栄,N2,ei エイ,saka(eru) さか(える),flourish; prosperity; honor
札,N2,satsu サツ,fuda ふだ,ticket; paper money; banknote; note
板,N2,"han
ban ハン
バン",ita いた,plank; board; plate; stage
骨,N2,kotsu コツ,hone ほね,skeleton; bone; remains; frame
傾,N2,kei ケイ,katamu(ku) かたむ(く),lean; incline; tilt; trend; bias
届,N2,kai カイ,todo(keru) とど(ける),deliver; reach; arrive; report
巻,N2,kan カン,"ma(ku)
maki ま(く)
まき",scroll; volume; book; part; roll up; wind up; coil; counter for texts (or book scrolls)
燃,N2,nen ネン,mo(eru) も(える),burn; blaze; glow
跡,N2,seki セキ,ato あと,tracks; mark; print; impression
包,N2,hou ホウ,"tsutsu(mu)
kuru(mu) つつ(む)
くる(む)",wrap; pack up; cover; conceal
駐,N2,chuu チュウ,,stop-over; reside in; resident
弱,N2,jaku ジャク,yowa(i) よわ(い),weak; frail
紹,N2,shou ショウ,,introduce; inherit; help
雇,N2,ko コ,yato(u) やと(う),employ; hire
替,N2,tai タイ,ka(waru) か(わる),"exchange, spare, substitute"
預,N2,yo ヨ,azu(keru) あず(ける),deposit; custody; leave with; entrust to
焼,N2,shou ショウ,ya(ku) や(く),bake; burning
簡,N2,kan カン,"fuda
era(bu) ふだ
えら(ぶ)",simplicity; brevity
章,N2,shou ショウ,,badge; chapter; composition; poem
臓,N2,zou ゾウ,harawata はらわた,entrails; viscera; bowels
律,N2,"ritsu
richi リツ
リチ",,rhythm; law; regulation; control
贈,N2,zou ゾウ,oku(ru) おく(る),presents; send; give to; award to
照,N2,shou ショウ,te(ru) て(る),illuminate; shine; compare
薄,N2,haku ハク,usu(i) うす(い),dilute; thin; weak (tea)
群,N2,gun グン,"mu(reru)
mura(garu) む(れる)
むら(がる)",flock; group; crowd; herd
秒,N2,byou ビョウ,,second
奥,N2,ou オウ,oku おく,heart; interior
詰,N2,kitsu キツ,tsu(meru) つ(める),packed; close; rebuke; blame
双,N2,sou ソウ,futa ふた,pair; set; comparison; counter for pairs
刺,N2,shi シ,"sa(su)
toge さ(す)
さし
とげ","thorn, pierce, stab, prick, sting"
純,N2,jun ジュン,,genuine; purity; innocence
翌,N2,yoku ヨク,,the following; next
快,N2,kai カイ,kokoroyo(i) こころよ(い),cheerful; pleasant; agreeable; comfortable
片,N2,hen ヘン,kata かた,one-sided; piece
敬,N2,kei ケイ,uyama(u) うやま(う),awe; respect; honor; revere
悩,N2,nou ノウ,naya(mu) なや(む),trouble; worry; in pain; distress; illness
泉,N2,sen セン,izumi いずみ,spring; fountain
皮,N2,hi ヒ,kawa かわ,skin; hide; leather
漁,N2,"gyo
ryou ギョ
リョウ",asa(ru) あさ(る),fishing; fishery
荒,N2,kou コウ,"ara(i)
a(reru) あら(い)
あ(れる)",rough; wild
